antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'long_inactive'}),frozenset({'low_contributors'}),0.3,0.9,0.3,1.0,1.1111111111111112,1.0,0.02999999999999997,inf,0.14285714285714274,0.33333333333333337,1.0,0.6666666666666666
